MAG	group	depth_group	layer
s_SalMarWE160270MG_2_8859120_Bin_1_1	47	mid_47	mid
s_SalMarWE160240MG_4_8859167_Bin_3_2	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_3_1	100	mid_100	mid
s_SalMarWE160440MG_2_8867465_Bin_5_1	19	mid_19	mid
s_SalMarSW160240MG_3_8917366_Bin_13	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_6_1	100	mid_100	mid
s_SalMarSW160380MG_2_8856100_Bin_57_1	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_8	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_1_1	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_7	6	mid_6	mid
s_SalMarWE160490MG_2_8858883_Bin_56	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_1_2	100	mid_100	mid
s_SalMarWE160270MG_2_8859120_Bin_16	47	mid_47	mid
s_SalMarWE160390MG_2_8858938_Bin_36	112	mid_112	mid
s_SalMarWE160370MG_2_8917056_Bin_5_2	112	mid_112	mid
s_SalMarSW160170MG_4_8917696_Bin_10	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_16_1	111	mid_111	mid
s_SalMarWE160490MG_2_8858883_Bin_60	6	mid_6	mid
s_SalMarWE160290MG_2_8859005_Bin_1_2	10	mid_10	mid
s_SalMarWE160370MG_2_8917056_Bin_5_1	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_20_1	19	mid_19	mid
s_SalMarWE160340MG_2_8859126_Bin_28	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_9_1	19	mid_19	mid
s_SalMarWE160340MG_2_8859126_Bin_24_1	19	mid_19	mid
s_SalMarSW160340MG_2_8858886_Bin_11	100	mid_100	mid
s_SalMarSW160190MG_4_8917695_Bin_4_1	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_1_1	100	mid_100	mid
s_SalMarWE160370MG_2_8917056_Bin_15	6	mid_6	mid
s_SalMarSW160340MG_2_8858886_Bin_5_1	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_9_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_14	113	mid_113	mid
s_SalMarSW160380MG_2_8856100_Bin_87_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_1_1	19	mid_19	mid
s_SalMarSW160340MG_2_8858886_Bin_26	111	mid_111	mid
s_SalMarWE160290MG_2_8859005_Bin_1_1	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_18_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_19_4	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_34_1	19	mid_19	mid
s_SalMarSW160370MG_2_8856101_Bin_23	10	mid_10	mid
s_SalMarSW160380MG_2_8856100_Bin_2	114	mid_114	mid
s_SalMarSW160270MG_2_8917367_Bin_45	10	mid_10	mid
s_SalMarSW160290MG_2_8930515_Bin_59	10	mid_10	mid
s_SalMarSW160140MG_2_8917685_Bin_28_1	4	mid_4	mid
s_SalMarWE160470MG_2_8859121_Bin_33	115	mid_115	mid
s_SalMarSW160190MG_4_8917695_Bin_42_2	116	mid_116	mid
s_SalMarSW160270MG_2_8917367_Bin_47_3	117	mid_117	mid
s_SalMarSW160380MG_2_8856100_Bin_97	118	mid_118	mid
s_SalMarSW160270MG_2_8917367_Bin_47_1	116	mid_116	mid
s_SalMarSW160190MG_4_8917695_Bin_26_3	118	mid_118	mid
s_SalMarWE160270MG_2_8859120_Bin_42_2	119	mid_119	mid
s_SalMarWE160440MG_2_8867465_Bin_30_2	120	mid_120	mid
s_SalMarSW160290MG_2_8930515_Bin_63_3	121	mid_121	mid
s_SalMarSW160380MG_2_8856100_Bin_107_2	122	mid_122	mid
s_SalMarSW160270MG_2_8917367_Bin_47_2	121	mid_121	mid
s_SalMarSW160290MG_2_8930515_Bin_16_2	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_42_1	121	mid_121	mid
s_SalMarWE160440MG_2_8867465_Bin_20	123	mid_123	mid
s_SalMarSW160190MG_4_8917695_Bin_40	123	mid_123	mid
s_SalMarSW160190MG_4_8917695_Bin_51	4	mid_4	mid
s_SalMarSW160270MG_2_8917367_Bin_48_2	124	mid_124	mid
s_SalMarSW160290MG_2_8930515_Bin_58	125	mid_125	mid
s_SalMarSW160190MG_4_8917695_Bin_55	125	mid_125	mid
s_SalMarWE160340MG_2_8859126_Bin_69	124	mid_124	mid
s_SalMarSW160270MG_2_8917367_Bin_48_1	125	mid_125	mid
s_SalMarSW160140MG_2_8917685_Bin_7_2	19	mid_19	mid
s_SalMarWE160470MG_2_8859121_Bin_1	126	mid_126	mid
s_SalMarWE160290MG_2_8859005_Bin_35_2	10	mid_10	mid
s_SalMarSW160290MG_2_8930515_Bin_55_2	31	mid_31	mid
s_SalMarWE160490MG_2_8858883_Bin_29	8	mid_8	mid
s_SalMarSW160370MG_2_8856101_Bin_46_1	31	mid_31	mid
s_SalMarSW160340MG_2_8858886_Bin_43	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_65_1	8	mid_8	mid
s_SalMarSW160240MG_3_8917366_Bin_59	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_4	127	mid_127	mid
s_SalMarSW160290MG_2_8930515_Bin_65_2	128	mid_128	mid
s_SalMarWE160390MG_2_8858938_Bin_52_2	31	mid_31	mid
s_SalMarSW160270MG_2_8917367_Bin_56_2	128	mid_128	mid
s_SalMarSW160170MG_4_8917696_Bin_57_2	129	mid_129	mid
s_SalMarWE160390MG_2_8858938_Bin_31_2	8	mid_8	mid
s_SalMarSW160380MG_2_8856100_Bin_50_3	8	mid_8	mid
s_SalMarWE160270MG_2_8859120_Bin_49_3	10	mid_10	mid
s_SalMarWE160290MG_2_8859005_Bin_3_1	130	mid_130	mid
s_SalMarWE160440MG_2_8867465_Bin_32	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_52_1	131	mid_131	mid
s_SalMarWE160270MG_2_8859120_Bin_49_1	10	mid_10	mid
s_SalMarWE160270MG_2_8859120_Bin_38_1	8	mid_8	mid
s_SalMarSW160270MG_2_8917367_Bin_17_1	31	mid_31	mid
s_SalMarWE160270MG_2_8859120_Bin_49_2	132	mid_132	mid
s_SalMarSW160380MG_2_8856100_Bin_50_1	128	mid_128	mid
s_SalMarSW160270MG_2_8917367_Bin_56_3	8	mid_8	mid
s_SalMarSW160380MG_2_8856100_Bin_50_2	8	mid_8	mid
s_SalMarWE160290MG_2_8859005_Bin_46_2	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_63_1	133	mid_133	mid
s_SalMarWE160290MG_2_8859005_Bin_46_1	132	mid_132	mid
s_SalMarSW160170MG_4_8917696_Bin_57_1	31	mid_31	mid
s_SalMarSW160270MG_2_8917367_Bin_56_1	8	mid_8	mid
s_SalMarWE160470MG_2_8859121_Bin_29	8	mid_8	mid
s_SalMarWE160470MG_2_8859121_Bin_51	134	mid_134	mid
s_SalMarWE160390MG_2_8858938_Bin_53	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_58_2	128	mid_128	mid
s_SalMarWE160290MG_2_8859005_Bin_35_1	8	mid_8	mid
s_SalMarWE160390MG_2_8858938_Bin_31_1	128	mid_128	mid
s_SalMarWE160370MG_2_8917056_Bin_44	135	mid_135	mid
s_SalMarWE160470MG_2_8859121_Bin_59	31	mid_31	mid
s_SalMarWE160270MG_2_8859120_Bin_38_2	128	mid_128	mid
s_SalMarSW160170MG_4_8917696_Bin_52_1	8	mid_8	mid
s_SalMarWE160270MG_2_8859120_Bin_5_1	10	mid_10	mid
s_SalMarSW160240MG_3_8917366_Bin_6_2	136	mid_136	mid
s_SalMarSW160290MG_2_8930515_Bin_21_1	137	mid_137	mid
s_SalMarWE160270MG_2_8859120_Bin_6_1	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_19	136	mid_136	mid
s_SalMarSW160370MG_2_8856101_Bin_2_1	138	mid_138	mid
s_SalMarWE160290MG_2_8859005_Bin_14	139	mid_139	mid
s_SalMarSW160270MG_2_8917367_Bin_3_2	58	mid_58	mid
s_SalMarWE160470MG_2_8859121_Bin_0	138	mid_138	mid
s_SalMarWE160390MG_2_8858938_Bin_4_1	138	mid_138	mid
s_SalMarWE160490MG_2_8858883_Bin_2_3	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_20_1	140	mid_140	mid
s_SalMarWE160390MG_2_8858938_Bin_2_1	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_29	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_7	138	mid_138	mid
s_SalMarWE160490MG_2_8858883_Bin_2_1	19	mid_19	mid
s_SalMarSW160240MG_3_8917366_Bin_25	138	mid_138	mid
s_SalMarWE160290MG_2_8859005_Bin_23	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_16_1	141	mid_141	mid
s_SalMarWE160290MG_2_8859005_Bin_19	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_5	142	mid_142	mid
s_SalMarSW160170MG_4_8917696_Bin_1_2	143	mid_143	mid
s_SalMarSW160170MG_4_8917696_Bin_24	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_8_2	143	mid_143	mid
s_SalMarSW160370MG_2_8856101_Bin_6_1	6	mid_6	mid
s_SalMarWE160490MG_2_8858883_Bin_9_2	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_23_1	143	mid_143	mid
s_SalMarWE160490MG_2_8858883_Bin_7	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_4_1	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_29	138	mid_138	mid
s_SalMarWE160290MG_2_8859005_Bin_10	138	mid_138	mid
s_SalMarSW160370MG_2_8856101_Bin_6_2	140	mid_140	mid
s_SalMarSW160290MG_2_8930515_Bin_9_1	140	mid_140	mid
s_SalMarWE160270MG_2_8859120_Bin_6_2	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_64	10	mid_10	mid
s_SalMarWE160390MG_2_8858938_Bin_11_1	144	mid_144	mid
s_SalMarSW160270MG_2_8917367_Bin_36_3	145	mid_145	mid
s_SalMarSW160190MG_4_8917695_Bin_49	58	mid_58	mid
s_SalMarSW160290MG_2_8930515_Bin_42	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_26	144	mid_144	mid
s_SalMarSW160290MG_2_8930515_Bin_5_2	143	mid_143	mid
s_SalMarWE160490MG_2_8858883_Bin_2_2	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_61	136	mid_136	mid
s_SalMarSW160140MG_2_8917685_Bin_24	63	mid_63	mid
s_SalMarSW160380MG_2_8856100_Bin_14	143	mid_143	mid
s_SalMarWE160340MG_2_8859126_Bin_18	138	mid_138	mid
s_SalMarWE160490MG_2_8858883_Bin_55_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_21_2	58	mid_58	mid
s_SalMarSW160270MG_2_8917367_Bin_20_2	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_1_2	19	mid_19	mid
s_SalMarSW160170MG_4_8917696_Bin_17	138	mid_138	mid
s_SalMarSW160190MG_4_8917695_Bin_11_2	140	mid_140	mid
s_SalMarWE160370MG_2_8917056_Bin_1_3	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_4_1	4	mid_4	mid
s_SalMarSW160270MG_2_8917367_Bin_16_1	138	mid_138	mid
s_SalMarWE160370MG_2_8917056_Bin_1_1	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_20_1	4	mid_4	mid
s_SalMarWE160370MG_2_8917056_Bin_1_4	146	mid_146	mid
s_SalMarWE160390MG_2_8858938_Bin_4_2	26	mid_26	mid
s_SalMarSW160190MG_4_8917695_Bin_9_1	63	mid_63	mid
s_SalMarSW160240MG_3_8917366_Bin_7	144	mid_144	mid
s_SalMarSW160290MG_2_8930515_Bin_9_2	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_68	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_11_1	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_8_1	138	mid_138	mid
s_SalMarSW160290MG_2_8930515_Bin_10_2	6	mid_6	mid
s_SalMarWE160270MG_2_8859120_Bin_9	138	mid_138	mid
s_SalMarSW160170MG_4_8917696_Bin_43	10	mid_10	mid
s_SalMarWE160490MG_2_8858883_Bin_39	147	mid_147	mid
s_SalMarWE160390MG_2_8858938_Bin_23	19	mid_19	mid
s_SalMarSW160170MG_4_8917696_Bin_4_2	140	mid_140	mid
s_SalMarSW160290MG_2_8930515_Bin_10_1	138	mid_138	mid
s_SalMarSW160190MG_4_8917695_Bin_12	144	mid_144	mid
s_SalMarSW160380MG_2_8856100_Bin_75_1	138	mid_138	mid
s_SalMarWE160390MG_2_8858938_Bin_12_1	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_36_2	148	mid_148	mid
s_SalMarWE160490MG_2_8858883_Bin_10	138	mid_138	mid
s_SalMarSW160270MG_2_8917367_Bin_57	22	mid_22	mid
s_SalMarWE160240MG_4_8859167_Bin_4	149	mid_149	mid
s_SalMarWE160470MG_2_8859121_Bin_16_1	31	mid_31	mid
s_SalMarSW160380MG_2_8856100_Bin_16_2	140	mid_140	mid
s_SalMarSW160140MG_2_8917685_Bin_46	150	mid_150	mid
s_SalMarSW160380MG_2_8856100_Bin_75_2	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_16_2	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_36_1	10	mid_10	mid
s_SalMarWE160470MG_2_8859121_Bin_56	58	mid_58	mid
s_SalMarWE160440MG_2_8867465_Bin_8	138	mid_138	mid
s_SalMarSW160380MG_2_8856100_Bin_16_1	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_2_3	151	mid_151	mid
s_SalMarSW160240MG_3_8917366_Bin_8_1	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_3	152	mid_152	mid
s_SalMarWE160340MG_2_8859126_Bin_32_1	4	mid_4	mid
s_SalMarSW160340MG_2_8858886_Bin_21	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_31_2	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_8_2	4	mid_4	mid
s_SalMarWE160340MG_2_8859126_Bin_45	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_4_3	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_2_1	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_31_1	4	mid_4	mid
s_SalMarSW160190MG_4_8917695_Bin_2_1	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_10	153	mid_153	mid
s_SalMarWE160340MG_2_8859126_Bin_32_2	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_22	4	mid_4	mid
s_SalMarSW160290MG_2_8930515_Bin_23_1	154	mid_154	mid
s_SalMarWE160340MG_2_8859126_Bin_90	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_15	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_42	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_2_1	155	mid_155	mid
s_SalMarSW160270MG_2_8917367_Bin_18_1	156	mid_156	mid
s_SalMarSW160240MG_3_8917366_Bin_11	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_21	157	mid_157	mid
s_SalMarWE160440MG_2_8867465_Bin_14_1	158	mid_158	mid
s_SalMarWE160440MG_2_8867465_Bin_7	159	mid_159	mid
s_SalMarSW160140MG_2_8917685_Bin_17_1	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_19	160	mid_160	mid
s_SalMarSW160240MG_3_8917366_Bin_12_1	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_45	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_3_1	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_1_2	4	mid_4	mid
s_SalMarSW160240MG_3_8917366_Bin_50	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_16	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_23	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_4_1	4	mid_4	mid
s_SalMarWE160440MG_2_8867465_Bin_11_1	4	mid_4	mid
s_SalMarWE160340MG_2_8859126_Bin_70	4	mid_4	mid
s_SalMarSW160340MG_2_8858886_Bin_4_1	155	mid_155	mid
s_SalMarSW160190MG_4_8917695_Bin_2_2	4	mid_4	mid
s_SalMarWE160340MG_2_8859126_Bin_23_1	161	mid_161	mid
s_SalMarSW160140MG_2_8917685_Bin_3_2	4	mid_4	mid
s_SalMarSW160140MG_2_8917685_Bin_2_2	155	mid_155	mid
s_SalMarWE160440MG_2_8867465_Bin_1_1	161	mid_161	mid
s_SalMarSW160380MG_2_8856100_Bin_69_2	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_10_1	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_3_2	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_15	19	mid_19	mid
s_SalMarSW160170MG_4_8917696_Bin_13	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_5_2	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_23	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_32_1	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_69_1	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_3_2	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_11_2	162	mid_162	mid
s_SalMarSW160140MG_2_8917685_Bin_26	163	mid_163	mid
s_SalMarSW160270MG_2_8917367_Bin_4_2	6	mid_6	mid
s_SalMarSW160340MG_2_8858886_Bin_2_1	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_59	164	mid_164	mid
s_SalMarSW160270MG_2_8917367_Bin_4_1	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_3_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_35	164	mid_164	mid
s_SalMarSW160190MG_4_8917695_Bin_22	19	mid_19	mid
s_SalMarWE160340MG_2_8859126_Bin_12	19	mid_19	mid
s_SalMarSW160370MG_2_8856101_Bin_31_1	19	mid_19	mid
s_SalMarWE160290MG_2_8859005_Bin_18	165	mid_165	mid
s_SalMarWE160390MG_2_8858938_Bin_21	166	mid_166	mid
s_SalMarSW160380MG_2_8856100_Bin_99	164	mid_164	mid
s_SalMarWE160470MG_2_8859121_Bin_37	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_18	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_32	6	mid_6	mid
s_SalMarWE160470MG_2_8859121_Bin_36	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_3_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_37	26	mid_26	mid
s_SalMarWE160290MG_2_8859005_Bin_30	10	mid_10	mid
s_SalMarSW160380MG_2_8856100_Bin_27	167	mid_167	mid
s_SalMarSW160380MG_2_8856100_Bin_44_1	168	mid_168	mid
s_SalMarWE160290MG_2_8859005_Bin_9_1	169	mid_169	mid
s_SalMarWE160440MG_2_8867465_Bin_25	170	mid_170	mid
s_SalMarSW160340MG_2_8858886_Bin_32	8	mid_8	mid
s_SalMarWE160270MG_2_8859120_Bin_35	10	mid_10	mid
s_SalMarSW160270MG_2_8917367_Bin_14_1	171	mid_171	mid
s_SalMarSW160380MG_2_8856100_Bin_84	172	mid_172	mid
s_SalMarWE160270MG_2_8859120_Bin_30	10	mid_10	mid
s_SalMarWE160340MG_2_8859126_Bin_64	8	mid_8	mid
s_SalMarSW160290MG_2_8930515_Bin_8_1	19	mid_19	mid
s_SalMarWE160270MG_2_8859120_Bin_14_1	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_8_1	173	mid_173	mid
s_SalMarWE160490MG_2_8858883_Bin_38_2	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_53	174	mid_174	mid
s_SalMarWE160490MG_2_8858883_Bin_38_1	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_6_1	175	mid_175	mid
s_SalMarWE160390MG_2_8858938_Bin_6_2	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_22_2	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_16_2	26	mid_26	mid
s_SalMarSW160380MG_2_8856100_Bin_22_1	19	mid_19	mid
s_SalMarSW160170MG_4_8917696_Bin_6_1	19	mid_19	mid
s_SalMarSW160240MG_3_8917366_Bin_47	8	mid_8	mid
s_SalMarSW160190MG_4_8917695_Bin_15_2	176	mid_176	mid
s_SalMarWE160290MG_2_8859005_Bin_29	10	mid_10	mid
s_SalMarWE160370MG_2_8917056_Bin_7_2	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_52	8	mid_8	mid
s_SalMarSW160240MG_3_8917366_Bin_34	171	mid_171	mid
s_SalMarSW160270MG_2_8917367_Bin_14_2	19	mid_19	mid
s_SalMarWE160290MG_2_8859005_Bin_33	10	mid_10	mid
s_SalMarWE160290MG_2_8859005_Bin_6_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_40_2	26	mid_26	mid
s_SalMarSW160370MG_2_8856101_Bin_25	177	mid_177	mid
s_SalMarSW160270MG_2_8917367_Bin_34	177	mid_177	mid
s_SalMarSW160290MG_2_8930515_Bin_45	177	mid_177	mid
s_SalMarSW160270MG_2_8917367_Bin_17_3	10	mid_10	mid
s_SalMarSW160190MG_4_8917695_Bin_25	177	mid_177	mid
s_SalMarWE160340MG_2_8859126_Bin_43	177	mid_177	mid
s_SalMarSW160370MG_2_8856101_Bin_19	178	mid_178	mid
s_SalMarWE160390MG_2_8858938_Bin_44	179	mid_179	mid
s_SalMarSW160380MG_2_8856100_Bin_56	177	mid_177	mid
s_SalMarSW160340MG_2_8858886_Bin_34	180	mid_180	mid
s_SalMarWE160470MG_2_8859121_Bin_35	16	mid_16	mid
s_SalMarWE160290MG_2_8859005_Bin_9_3	18	mid_18	mid
s_SalMarSW160170MG_4_8917696_Bin_60	19	mid_19	mid
s_SalMarWE160340MG_2_8859126_Bin_19	181	mid_181	mid
s_SalMarWE160340MG_2_8859126_Bin_21	182	mid_182	mid
s_SalMarWE160490MG_2_8858883_Bin_24_2	65	mid_65	mid
s_SalMarWE160370MG_2_8917056_Bin_49	19	mid_19	mid
s_SalMarWE160490MG_2_8858883_Bin_67	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_46_1	19	mid_19	mid
s_SalMarSW160340MG_2_8858886_Bin_23	4	mid_4	mid
s_SalMarSW160290MG_2_8930515_Bin_52_1	133	mid_133	mid
s_SalMarSW160290MG_2_8930515_Bin_46	26	mid_26	mid
s_SalMarSW160370MG_2_8856101_Bin_42_1	148	mid_148	mid
s_SalMarSW160190MG_4_8917695_Bin_21_1	183	mid_183	mid
s_SalMarSW160380MG_2_8856100_Bin_42	127	mid_127	mid
s_SalMarWE160370MG_2_8917056_Bin_46	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_23	19	mid_19	mid
s_SalMarSW160110MG_3_8930491_Bin_17	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_13	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_18_1	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_31	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_32	2	shallow_2	shallow
s_SalMarSW160110MG_3_8930491_Bin_25	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_11	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_13	3	shallow_3	shallow
s_SalMarSW160120MG_2_8867925_Bin_3_2	4	shallow_4	shallow
s_SalMarWE160320MG_2_8859049_Bin_27	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_17	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_36_1	2	shallow_2	shallow
s_SalMarSW160320MG_2_8858882_Bin_12	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_54_2	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_28_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_20	2	shallow_2	shallow
s_SalMarSW160310MG_2_8856069_Bin_14_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_6	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_30	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_5_1	2	shallow_2	shallow
s_SalMarWE160310MG_2_8859006_Bin_26	5	shallow_5	shallow
s_SalMarWE160330MG_2_8859004_Bin_32	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_9	6	shallow_6	shallow
s_SalMarSW160310MG_2_8856069_Bin_30	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_24	3	shallow_3	shallow
s_SalMarSW160310MG_2_8856069_Bin_11	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_27_1	7	shallow_7	shallow
s_SalMarWE160420MG_2_8858952_Bin_15	8	shallow_8	shallow
s_SalMarWE160310MG_2_8859006_Bin_28	9	shallow_9	shallow
s_SalMarSW160110MG_3_8930491_Bin_6_2	10	shallow_10	shallow
s_SalMarSW160120MG_2_8867925_Bin_8_1	11	shallow_11	shallow
s_SalMarSW160310MG_2_8856069_Bin_22_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_6_3	10	shallow_10	shallow
s_SalMarWE160420MG_2_8858952_Bin_1_4	12	shallow_12	shallow
s_SalMarSW160210MG_4_8917616_Bin_33_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_33_1	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_35	13	shallow_13	shallow
s_SalMarSW160210MG_4_8917616_Bin_7_3	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_40	14	shallow_14	shallow
s_SalMarWE160230MG_4_8867466_Bin_44	15	shallow_15	shallow
s_SalMarSW160220MG_4_8917368_Bin_5	16	shallow_16	shallow
s_SalMarWE160320MG_2_8859049_Bin_5_1	10	shallow_10	shallow
s_SalMarWE160210MG_4_8867467_Bin_18_2	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_37	17	shallow_17	shallow
s_SalMarWE160320MG_2_8859049_Bin_5_2	18	shallow_18	shallow
s_SalMarSW160130MG_3_8917055_Bin_43	2	shallow_2	shallow
s_SalMarWE160420MG_2_8858952_Bin_1_3	12	shallow_12	shallow
s_SalMarWE160220MG_4_8859082_Bin_14	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_28_1	15	shallow_15	shallow
s_SalMarWE160210MG_4_8867467_Bin_15_1	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_33	13	shallow_13	shallow
s_SalMarWE160330MG_2_8859004_Bin_43	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_8_1	10	shallow_10	shallow
s_SalMarSW160320MG_2_8858882_Bin_1_1	12	shallow_12	shallow
s_SalMarSW160220MG_4_8917368_Bin_8_2	18	shallow_18	shallow
s_SalMarWE160310MG_2_8859006_Bin_4_1	10	shallow_10	shallow
s_SalMarWE160410MG_2_8858966_Bin_23	10	shallow_10	shallow
